,subtype,bedroomCount,netHabitableSurface,fireplaceExists,terraceSurface,hasTerrace,hasGarden,gardenSurface,hasSwimmingPool,price,type,postalCode,locality,kitchen,condition,facadeCount,isFurnished
5899,HOUSE,2.0,,False,,,True,1.0,False,485000.0,HOUSE,3890,Gingelom,HYPER_EQUIPPED,JUST_RENOVATED,4.0,
5900,HOUSE,4.0,150.0,False,11.0,True,True,6.0,,245000.0,HOUSE,2140,Borgerhout,SEMI_EQUIPPED,TO_RENOVATE,2.0,
5901,TOWN_HOUSE,4.0,229.0,False,14.0,True,True,,,499000.0,HOUSE,1860,Meise,USA_HYPER_EQUIPPED,GOOD,3.0,
5902,HOUSE,4.0,,False,,,,,,215000.0,HOUSE,9660,Brakel,,,2.0,
5903,HOUSE,4.0,184.0,False,26.0,True,True,102.0,,260000.0,HOUSE,7700,Mouscron,INSTALLED,JUST_RENOVATED,2.0,
5904,VILLA,5.0,220.0,False,40.0,True,True,912.0,,798500.0,HOUSE,3080,Tervuren,INSTALLED,AS_NEW,4.0,
5905,HOUSE,2.0,,True,10.0,True,,,,378000.0,HOUSE,1500,Halle,,,3.0,
5906,VILLA,7.0,600.0,False,80.0,True,,,,3380000.0,HOUSE,1150,WOLUWE-SAINT-PIERRE,HYPER_EQUIPPED,AS_NEW,4.0,
5907,HOUSE,3.0,184.0,False,,True,,,,395000.0,HOUSE,3920,Lommel,,GOOD,4.0,
5908,HOUSE,1.0,110.0,False,,,True,300.0,,149000.0,HOUSE,4050,Chaudfontaine,NOT_INSTALLED,TO_RENOVATE,4.0,
5909,HOUSE,3.0,242.0,False,,True,,,,476900.0,HOUSE,8450,Bredene,,AS_NEW,3.0,
5910,HOUSE,3.0,161.0,False,,True,,,,359000.0,HOUSE,8200,Sint-Andries,,GOOD,2.0,
5911,HOUSE,4.0,163.0,False,,True,,,,269500.0,HOUSE,8930,Menen,,AS_NEW,2.0,
5912,HOUSE,2.0,110.0,True,,,,,True,315000.0,HOUSE,5100,WÉPION,INSTALLED,,4.0,
5913,HOUSE,3.0,157.0,False,,True,,,,189000.0,HOUSE,7170,Manage,INSTALLED,GOOD,2.0,
5914,HOUSE,4.0,152.0,False,,,True,200.0,,379000.0,HOUSE,1820,Steenokkerzeel,INSTALLED,GOOD,3.0,
5915,HOUSE,3.0,,False,,,,,,115000.0,HOUSE,3300,Tienen,,TO_RENOVATE,2.0,
5916,HOUSE,3.0,,False,15.0,True,,,,140000.0,HOUSE,7130,Binche,SEMI_EQUIPPED,JUST_RENOVATED,2.0,
5917,APARTMENT_BLOCK,6.0,275.0,False,20.0,True,True,80.0,,230000.0,HOUSE,7140,MORLANWELZ-MARIEMONT,INSTALLED,TO_RENOVATE,2.0,
5918,HOUSE,6.0,275.0,False,20.0,True,True,80.0,,230000.0,HOUSE,7140,MORLANWELZ-MARIEMONT,INSTALLED,TO_RENOVATE,2.0,
5919,HOUSE,3.0,,False,,,True,,,209000.0,HOUSE,4000,Liège,,,2.0,
5920,HOUSE,2.0,75.0,False,20.0,True,,,False,180000.0,HOUSE,2060,Antwerpen,INSTALLED,JUST_RENOVATED,2.0,
5921,HOUSE,4.0,,False,,True,,,True,295000.0,HOUSE,4680,Oupeye,INSTALLED,GOOD,2.0,
5922,HOUSE,2.0,107.0,False,,,,,,55000.0,HOUSE,4100,Seraing,,TO_RENOVATE,3.0,
5923,HOUSE,2.0,,False,,True,,,,210000.0,HOUSE,5190,Spy,,,,
5924,HOUSE,3.0,,True,,True,,,,140000.0,HOUSE,7340,Wasmes,NOT_INSTALLED,TO_RENOVATE,3.0,
5925,HOUSE,3.0,,False,,,,,,210000.0,HOUSE,1440,Wauthier-Braine,,TO_RENOVATE,3.0,
5926,HOUSE,4.0,240.0,False,10.0,True,,,,350000.0,HOUSE,4020,Liège,INSTALLED,GOOD,2.0,
5927,MIXED_USE_BUILDING,7.0,300.0,False,,,,,,350000.0,HOUSE,5000,Namur,SEMI_EQUIPPED,TO_BE_DONE_UP,2.0,
5928,APARTMENT_BLOCK,4.0,240.0,False,10.0,True,,,,350000.0,HOUSE,4020,Liège,INSTALLED,GOOD,2.0,
5929,HOUSE,7.0,300.0,False,,,,,,350000.0,HOUSE,5000,Namur,SEMI_EQUIPPED,TO_BE_DONE_UP,2.0,
5930,MANSION,6.0,320.0,False,,,True,700.0,False,489000.0,HOUSE,8720,Dentergem,INSTALLED,TO_RENOVATE,2.0,
5931,HOUSE,3.0,290.0,False,,,,,False,269900.0,HOUSE,2491,Balen,,GOOD,3.0,
5932,HOUSE,3.0,164.0,False,,,True,45.0,False,299000.0,HOUSE,9250,Waasmunster,,GOOD,2.0,
5933,HOUSE,4.0,260.0,False,,,,,False,479000.0,HOUSE,8000,Brugge,,GOOD,,
5934,HOUSE,4.0,260.0,False,,,,,False,479000.0,HOUSE,8200,Sint-Andries,,GOOD,,
5935,HOUSE,5.0,293.0,False,,,,,False,595000.0,HOUSE,3721,Kortessem,,,,
5936,HOUSE,3.0,,False,,,True,,False,299000.0,HOUSE,9060,Zelzate,INSTALLED,AS_NEW,2.0,
5937,HOUSE,4.0,187.0,False,,True,True,,False,335000.0,HOUSE,9040,Gent,,,2.0,
5938,HOUSE,7.0,,False,,,,,,269000.0,HOUSE,4030,Grivegnée,,,3.0,
5939,VILLA,5.0,210.0,False,30.0,True,,,False,250000.0,HOUSE,6900,Marche-en-Famenne Aye,SEMI_EQUIPPED,GOOD,4.0,
5940,HOUSE,2.0,,False,,,,,,25000.0,HOUSE,6042,Charleroi,,,3.0,
5941,HOUSE,3.0,,False,,,,,,70000.0,HOUSE,7300,Boussu,,,2.0,
5942,APARTMENT_BLOCK,5.0,289.0,False,30.0,True,True,1700.0,,710000.0,HOUSE,4052,Chaudfontaine Beaufays,INSTALLED,GOOD,4.0,
5943,HOUSE,1.0,42.0,False,25.0,True,,,,69500.0,HOUSE,4100,Seraing,SEMI_EQUIPPED,GOOD,2.0,
5944,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,4100,Boncelles,,,,
5945,HOUSE,3.0,126.0,False,8.0,True,,,,329000.0,HOUSE,1600,SINT-PIETERS-LEEUW,INSTALLED,GOOD,3.0,
5946,HOUSE,3.0,,False,,,,,,165000.0,HOUSE,3940,Hechtel-Eksel,,,3.0,
5947,BUNGALOW,2.0,,False,,True,,,,310000.0,HOUSE,9120,Melsele,INSTALLED,,4.0,
5948,HOUSE,2.0,,False,,,,,,259000.0,HOUSE,3018,Leuven,INSTALLED,GOOD,2.0,
5949,HOUSE,3.0,,False,,,,,,385000.0,HOUSE,9940,Evergem,,,3.0,
5950,HOUSE,2.0,,False,,,,,,115000.0,HOUSE,7500,Tournai,,,,
5951,HOUSE,2.0,170.0,False,,True,,,,190000.0,HOUSE,4480,Engis,,TO_RENOVATE,4.0,
5952,HOUSE,4.0,,False,45.0,True,True,3200.0,False,1150000.0,HOUSE,3140,Keerbergen,,,4.0,
5953,HOUSE,2.0,780.0,False,1.0,True,True,660.0,False,349000.0,HOUSE,8210,Zedelgem,,TO_BE_DONE_UP,4.0,
5954,VILLA,4.0,168.0,False,,,,,False,469000.0,HOUSE,1760,Roosdaal,,GOOD,4.0,
5955,HOUSE,1.0,,False,,,,,,25000.0,HOUSE,6061,Montignies-sur-Sambre,,TO_BE_DONE_UP,2.0,
5956,VILLA,3.0,,False,,,True,360.0,False,395000.0,HOUSE,8460,Oudenburg,INSTALLED,GOOD,4.0,
5957,HOUSE,4.0,360.0,False,,,,,,900000.0,HOUSE,6700,Arlon,,AS_NEW,3.0,
5958,HOUSE,5.0,275.0,False,20.0,True,True,250.0,False,645000.0,HOUSE,1020,Laeken,HYPER_EQUIPPED,AS_NEW,2.0,
5959,HOUSE,2.0,160.0,False,,True,True,130.0,False,165000.0,HOUSE,7700,Mouscron,INSTALLED,TO_BE_DONE_UP,2.0,
5960,HOUSE,4.0,240.0,False,15.0,True,True,647.0,False,345000.0,HOUSE,1420,Braine-l'Alleud,NOT_INSTALLED,TO_RENOVATE,3.0,
5961,HOUSE,3.0,145.0,False,15.0,True,True,200.0,False,395000.0,HOUSE,1420,Braine-l'Alleud,HYPER_EQUIPPED,GOOD,3.0,
5962,HOUSE,1.0,66.0,False,,,,,,109000.0,HOUSE,4400,CHOKIER,NOT_INSTALLED,TO_RENOVATE,3.0,
5963,HOUSE,3.0,,False,,,,,,135000.0,HOUSE,5660,Couvin,INSTALLED,,,
5964,VILLA,3.0,,False,,,,,,300000.0,HOUSE,7864,Deux-Acren,,,,
5965,VILLA,4.0,210.0,False,,,,,False,735000.0,HOUSE,3540,Herk-de-Stad,,GOOD,4.0,
5966,HOUSE,3.0,240.0,False,,,True,,,429000.0,HOUSE,2940,Stabroek,INSTALLED,,2.0,
5967,HOUSE,4.0,190.0,False,,,,,,368000.0,HOUSE,7906,Gallaix,INSTALLED,GOOD,,
5968,HOUSE,4.0,,False,,,,,,325000.0,HOUSE,1070,Anderlecht,INSTALLED,,,
5969,HOUSE,2.0,122.0,False,5.0,True,True,18.0,False,295000.0,HOUSE,1080,Molenbeek-saint-jean,SEMI_EQUIPPED,TO_RENOVATE,2.0,
5970,TOWN_HOUSE,3.0,200.0,False,22.0,True,True,60.0,False,475000.0,HOUSE,1082,Berchem-Sainte-Agathe,,GOOD,2.0,
5971,HOUSE,3.0,210.0,False,,,,,False,389000.0,HOUSE,8690,Hoogstade,,GOOD,3.0,
5972,HOUSE,3.0,121.0,False,,,,,,285000.0,HOUSE,8600,Diksmuide,,AS_NEW,3.0,
5973,VILLA,3.0,150.0,False,,,True,250.0,False,200000.0,HOUSE,5630,Cerfontaine,,AS_NEW,3.0,
5974,HOUSE,3.0,,False,,,,,,220000.0,HOUSE,8940,Geluwe,INSTALLED,,,
5975,HOUSE,2.0,,False,1.0,True,True,1.0,False,385000.0,HOUSE,9940,Ertvelde,INSTALLED,JUST_RENOVATED,,
5976,HOUSE,2.0,,False,,,,,,65000.0,HOUSE,6220,Fleurus,,TO_RENOVATE,2.0,
5977,APARTMENT_BLOCK,6.0,387.0,False,28.0,True,,,,925000.0,HOUSE,1000,Bruxelles,INSTALLED,TO_BE_DONE_UP,2.0,
5978,HOUSE,4.0,,False,1.0,True,,,False,295000.0,HOUSE,6043,Charleroi,INSTALLED,GOOD,3.0,
5979,HOUSE,4.0,,False,,,True,190.0,,230000.0,HOUSE,6061,Montignies-sur-Sambre,,TO_BE_DONE_UP,2.0,
5980,HOUSE,2.0,,False,,,,,,159500.0,HOUSE,4420,Saint-Nicolas,INSTALLED,TO_BE_DONE_UP,2.0,
5981,HOUSE,3.0,,False,,,,,,260000.0,HOUSE,9255,Buggenhout,,,4.0,
5982,EXCEPTIONAL_PROPERTY,5.0,285.0,False,,True,,,,810000.0,HOUSE,1700,Dilbeek,,TO_BE_DONE_UP,3.0,
5983,HOUSE,4.0,,False,1.0,True,True,250.0,False,484000.0,HOUSE,1325,Chaumont-Gistoux,,AS_NEW,3.0,
5984,MIXED_USE_BUILDING,6.0,200.0,False,4.0,True,,,False,480000.0,HOUSE,1060,Saint-Gilles,NOT_INSTALLED,TO_RENOVATE,2.0,
5985,HOUSE,4.0,257.0,False,,,,,,400000.0,HOUSE,1400,Nivelles,INSTALLED,,3.0,
5986,VILLA,4.0,136.0,False,40.0,True,True,900.0,False,339000.0,HOUSE,4140,Dolembreux,SEMI_EQUIPPED,GOOD,,
5987,HOUSE,2.0,,False,,,,,,309000.0,HOUSE,9960,Assenede,,AS_NEW,2.0,
5988,VILLA,3.0,178.0,False,20.0,True,True,,False,310000.0,HOUSE,6840,Neufchâteau,HYPER_EQUIPPED,AS_NEW,,
5989,HOUSE,3.0,,False,,,,,,190000.0,HOUSE,5170,Profondeville,,,,
5990,HOUSE,3.0,140.0,False,,,,,False,99000.0,HOUSE,8930,Menen,INSTALLED,GOOD,,
5991,HOUSE,3.0,155.0,False,,,True,250.0,False,450000.0,HOUSE,9240,Zele,INSTALLED,AS_NEW,3.0,
5992,HOUSE,3.0,135.0,False,,,True,250.0,,130000.0,HOUSE,7700,LUINGNE,SEMI_EQUIPPED,TO_RENOVATE,2.0,
5993,HOUSE,2.0,85.0,False,20.0,True,True,100.0,,142000.0,HOUSE,6560,Erquelinnes,INSTALLED,,2.0,
5994,HOUSE,2.0,,False,,,,,,146000.0,HOUSE,2990,Wuustwezel,,,4.0,
5995,HOUSE,3.0,160.0,False,,,,,False,209000.0,HOUSE,4100,Seraing,SEMI_EQUIPPED,GOOD,2.0,
5996,HOUSE,3.0,132.0,False,16.0,True,True,,False,414950.0,HOUSE,2800,Mechelen,HYPER_EQUIPPED,AS_NEW,,
5997,HOUSE,4.0,270.0,True,1.0,True,True,1.0,False,480000.0,HOUSE,1070,Anderlecht,USA_INSTALLED,JUST_RENOVATED,2.0,
5998,HOUSE,3.0,153.0,False,9.0,True,,,False,429000.0,HOUSE,1140,Evere,HYPER_EQUIPPED,AS_NEW,3.0,
5999,HOUSE,3.0,115.0,False,,,,,,185000.0,HOUSE,1370,Jodoigne,INSTALLED,,2.0,
6000,HOUSE,3.0,116.0,False,,,,,,119000.0,HOUSE,4031,Angleur,,,2.0,
6001,HOUSE,5.0,591.0,False,,True,,,True,1450000.0,HOUSE,8800,Roeselare,HYPER_EQUIPPED,GOOD,,
6002,VILLA,2.0,124.0,False,,True,,,,187500.0,HOUSE,7050,Masnuy-Saint-Jean,,TO_RENOVATE,4.0,
6003,VILLA,4.0,212.0,True,25.0,True,True,650.0,False,465000.0,HOUSE,9800,Deinze,INSTALLED,AS_NEW,4.0,
6004,HOUSE,4.0,230.0,True,172.0,True,,,True,500000.0,HOUSE,1370,Mélin,INSTALLED,GOOD,4.0,
6005,HOUSE,3.0,228.0,False,30.0,True,True,392.0,False,425000.0,HOUSE,2200,Herentals,INSTALLED,GOOD,4.0,
6006,MIXED_USE_BUILDING,3.0,145.0,False,,,,,False,375000.0,HOUSE,1000,Bruxelles,,TO_RENOVATE,3.0,
6007,HOUSE,3.0,176.0,False,,,True,265.0,False,299000.0,HOUSE,9450,Haaltert,INSTALLED,GOOD,,
6008,HOUSE,3.0,,False,,,,,,250000.0,HOUSE,3200,Aarschot,NOT_INSTALLED,TO_RENOVATE,4.0,
6009,HOUSE,3.0,,False,,True,,,,235000.0,HOUSE,3200,Aarschot,USA_HYPER_EQUIPPED,JUST_RENOVATED,2.0,
6010,HOUSE,3.0,163.0,False,,True,,,,315000.0,HOUSE,2230,Herselt Ramsel,USA_INSTALLED,JUST_RENOVATED,4.0,
6011,HOUSE,3.0,133.0,False,21.0,True,True,436.0,,185000.0,HOUSE,6141,Forchies-la-Marche,INSTALLED,GOOD,2.0,
6012,HOUSE,4.0,146.0,False,,True,,,,199000.0,HOUSE,7012,Mons Jemappes,INSTALLED,GOOD,2.0,
6013,VILLA,4.0,236.0,False,,,,,True,1249000.0,HOUSE,2520,Oelegem,HYPER_EQUIPPED,AS_NEW,4.0,
6014,HOUSE,3.0,166.0,False,12.0,True,,,,299000.0,HOUSE,9200,Dendermonde,USA_HYPER_EQUIPPED,AS_NEW,2.0,
6015,HOUSE,3.0,210.0,False,,,,,,296000.0,HOUSE,8660,De Panne,,AS_NEW,2.0,
6016,HOUSE,3.0,132.0,False,14.0,True,True,200.0,False,420000.0,HOUSE,1420,Braine-l'Alleud,USA_HYPER_EQUIPPED,AS_NEW,3.0,
6017,HOUSE,5.0,240.0,False,,True,,,,369000.0,HOUSE,2350,Vosselaar,SEMI_EQUIPPED,TO_RENOVATE,4.0,
6018,HOUSE,3.0,250.0,False,40.0,True,True,500.0,,285000.0,HOUSE,2275,Gierle,,,3.0,
6019,HOUSE,3.0,216.0,False,,,,,,425000.0,HOUSE,2430,Laakdal,HYPER_EQUIPPED,AS_NEW,3.0,
6020,HOUSE,3.0,216.0,False,,,,,,425000.0,HOUSE,2430,Laakdal,HYPER_EQUIPPED,AS_NEW,3.0,
6021,HOUSE,4.0,145.0,False,,,True,75.0,,389000.0,HOUSE,2170,Merksem,HYPER_EQUIPPED,AS_NEW,2.0,
6022,HOUSE,5.0,360.0,False,,True,,,,699000.0,HOUSE,9920,Lievegem,HYPER_EQUIPPED,AS_NEW,4.0,
6023,MIXED_USE_BUILDING,1.0,236.0,False,,True,,,False,175000.0,HOUSE,4280,Hannut,INSTALLED,TO_BE_DONE_UP,2.0,
6024,HOUSE,2.0,,False,,True,,,,159000.0,HOUSE,9230,Wetteren,,TO_RENOVATE,2.0,
6025,HOUSE,1.0,119.0,False,,,,,,249000.0,HOUSE,9230,Wetteren,USA_INSTALLED,GOOD,3.0,
6026,HOUSE,3.0,,False,,True,,,,235000.0,HOUSE,9260,Wichelen,USA_SEMI_EQUIPPED,TO_BE_DONE_UP,2.0,
6027,HOUSE,3.0,189.0,False,14.0,True,True,172.0,False,475000.0,HOUSE,1140,Evere,INSTALLED,AS_NEW,3.0,
6028,HOUSE,3.0,190.0,False,,True,,,,435000.0,HOUSE,2440,Geel,HYPER_EQUIPPED,AS_NEW,3.0,
6029,HOUSE,3.0,132.0,False,22.0,True,True,115.0,,229000.0,HOUSE,4400,Flemalle,INSTALLED,,3.0,
6030,HOUSE,3.0,230.0,False,,,,,,289000.0,HOUSE,9200,Dendermonde Baasrode,,TO_RENOVATE,2.0,
6031,VILLA,5.0,303.0,False,,True,True,1800.0,,695000.0,HOUSE,7830,Silly Hoves,,,4.0,
6032,HOUSE,6.0,210.0,False,,,True,70.0,False,499000.0,HOUSE,1050,Ixelles,INSTALLED,GOOD,2.0,
6033,HOUSE,4.0,235.0,False,5.0,True,True,375.0,,220000.0,HOUSE,5575,Gedinne,SEMI_EQUIPPED,TO_BE_DONE_UP,3.0,
6034,HOUSE,3.0,180.0,False,,True,,,False,359000.0,HOUSE,9240,Zele,HYPER_EQUIPPED,AS_NEW,2.0,
6035,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,9280,Denderbelle,,,,
6036,VILLA,8.0,,False,,True,,,False,2600000.0,HOUSE,1150,Woluwe-Saint-Pierre,USA_INSTALLED,AS_NEW,4.0,
6037,EXCEPTIONAL_PROPERTY,4.0,166.0,False,,,,,,490000.0,HOUSE,1060,Saint-Gilles,,TO_BE_DONE_UP,2.0,
6038,HOUSE,1.0,78.0,False,,,,,,225000.0,HOUSE,2590,Berlaar,,,2.0,
6039,HOUSE,2.0,80.0,False,14.0,True,,,False,125000.0,HOUSE,7700,Mouscron,INSTALLED,TO_BE_DONE_UP,2.0,
6040,HOUSE,4.0,250.0,False,,True,,,True,409000.0,HOUSE,7712,Herseaux,INSTALLED,AS_NEW,4.0,
6041,HOUSE,3.0,156.0,False,,True,True,56.0,,229000.0,HOUSE,7700,Mouscron,INSTALLED,AS_NEW,3.0,
6042,HOUSE,3.0,143.0,False,,True,True,,,299000.0,HOUSE,2220,Heist-op-den-Berg,SEMI_EQUIPPED,TO_RENOVATE,4.0,
6043,HOUSE,3.0,141.0,False,24.0,True,,,,341413.0,HOUSE,4840,Welkenraedt,,,2.0,
6044,HOUSE,4.0,275.0,False,35.0,True,,,,249999.0,HOUSE,6000,Charleroi,INSTALLED,JUST_RENOVATED,2.0,
6045,HOUSE,4.0,160.0,False,,,,,False,449000.0,HOUSE,1860,Meise,INSTALLED,,3.0,
6046,HOUSE,2.0,137.0,False,12.0,True,,,,295000.0,HOUSE,2600,Antwerpen Berchem,,TO_BE_DONE_UP,2.0,
6047,HOUSE,3.0,172.0,False,,,,,False,225000.0,HOUSE,9400,Ninove,SEMI_EQUIPPED,GOOD,3.0,
6048,MIXED_USE_BUILDING,3.0,172.0,False,,,,,False,225000.0,HOUSE,9400,Ninove,SEMI_EQUIPPED,GOOD,3.0,
6049,HOUSE,2.0,,False,,True,True,195.0,False,299000.0,HOUSE,9470,Denderleeuw,INSTALLED,GOOD,3.0,
6050,HOUSE,2.0,101.0,False,,True,,,False,199000.0,HOUSE,9400,Ninove,USA_HYPER_EQUIPPED,GOOD,2.0,
6051,VILLA,8.0,476.0,False,,True,,,False,699000.0,HOUSE,9500,Geraardsbergen,USA_HYPER_EQUIPPED,GOOD,4.0,
6052,APARTMENT_BLOCK,4.0,,False,,True,,,False,399000.0,HOUSE,9500,Geraardsbergen,HYPER_EQUIPPED,TO_BE_DONE_UP,2.0,
6053,HOUSE,5.0,,False,,True,,,,249000.0,HOUSE,9470,Denderleeuw,HYPER_EQUIPPED,TO_RENOVATE,2.0,
6054,HOUSE,4.0,160.0,False,15.0,True,True,1061.0,False,195000.0,HOUSE,6980,La Roche-en-Ardenne,USA_SEMI_EQUIPPED,TO_BE_DONE_UP,3.0,
6055,HOUSE,3.0,191.0,False,,True,,,,425000.0,HOUSE,3890,Gingelom,HYPER_EQUIPPED,AS_NEW,4.0,
6056,HOUSE,5.0,179.0,False,,,,,,239000.0,HOUSE,2400,Mol,,GOOD,3.0,
6057,HOUSE,3.0,120.0,False,17.0,True,,,,249000.0,HOUSE,9230,Wetteren,,AS_NEW,2.0,
6058,HOUSE,2.0,130.0,False,10.0,True,True,80.0,False,159000.0,HOUSE,9600,Ronse,HYPER_EQUIPPED,GOOD,2.0,
6059,HOUSE,2.0,,False,,True,,,False,130000.0,HOUSE,7340,Colfontaine,SEMI_EQUIPPED,GOOD,2.0,
6060,VILLA,2.0,192.0,False,,,True,,,460000.0,HOUSE,2040,BERENDRECHT,SEMI_EQUIPPED,GOOD,4.0,
6061,HOUSE,2.0,130.0,False,,,,,,120000.0,HOUSE,6060,Gilly,INSTALLED,GOOD,2.0,
6062,APARTMENT_BLOCK,2.0,,False,100.0,True,,,,259500.0,HOUSE,6001,Charleroi Marcinelle,,AS_NEW,3.0,
6063,MIXED_USE_BUILDING,2.0,,False,100.0,True,,,,259500.0,HOUSE,6001,Marcinelle,,,3.0,
6064,HOUSE,3.0,112.0,False,35.0,True,True,172.0,False,199900.0,HOUSE,6230,Pont-à-Celles,INSTALLED,AS_NEW,2.0,
6065,APARTMENT,1.0,52.0,False,2.0,True,,,,240000.0,APARTMENT,1050,Ixelles,HYPER_EQUIPPED,AS_NEW,1.0,
6066,APARTMENT,2.0,90.0,False,6.0,True,,,,365000.0,APARTMENT,1050,Ixelles,INSTALLED,,2.0,
6067,APARTMENT,2.0,87.0,False,,True,,,False,299000.0,APARTMENT,2060,Antwerp,HYPER_EQUIPPED,AS_NEW,,
6068,APARTMENT,1.0,66.0,False,2.0,True,,,False,275000.0,APARTMENT,1040,Etterbeek,SEMI_EQUIPPED,GOOD,,
6069,DUPLEX,3.0,130.0,False,,,,,,435000.0,APARTMENT,1030,Schaerbeek,HYPER_EQUIPPED,GOOD,2.0,
6070,APARTMENT,2.0,80.0,False,3.0,True,,,,128000.0,APARTMENT,6000,Charleroi,INSTALLED,,2.0,
6071,APARTMENT,1.0,43.0,False,,,,,False,160000.0,APARTMENT,1030,Schaerbeek,INSTALLED,GOOD,,
6072,APARTMENT,2.0,84.0,False,5.0,True,,,False,85000.0,APARTMENT,6001,Charleroi,,,,
6073,APARTMENT,2.0,133.0,False,6.0,True,,,,218000.0,APARTMENT,6000,Charleroi,INSTALLED,,2.0,
6074,APARTMENT,1.0,,False,1.0,True,,,False,185000.0,APARTMENT,1090,Jette,,,1.0,
6075,FLAT_STUDIO,1.0,37.0,False,,,,,False,169000.0,APARTMENT,3000,Leuven,,,,
6076,APARTMENT,3.0,107.0,False,,,,,False,285000.0,APARTMENT,8600,Woumen,HYPER_EQUIPPED,AS_NEW,,
6077,APARTMENT,2.0,,False,1.0,True,True,100.0,False,265000.0,APARTMENT,1090,Jette,,,2.0,
6078,APARTMENT,3.0,110.0,False,,,,,False,240000.0,APARTMENT,7500,Tournai,INSTALLED,,3.0,
6079,TRIPLEX,2.0,65.0,False,,,,,False,155000.0,APARTMENT,4000,Liège,SEMI_EQUIPPED,JUST_RENOVATED,2.0,
6080,DUPLEX,2.0,123.0,False,26.0,True,,,False,261694.0,APARTMENT,3870,Heers,,,3.0,
6081,FLAT_STUDIO,0.0,43.0,False,,True,,,False,110000.0,APARTMENT,7000,Mons,USA_INSTALLED,AS_NEW,,
6082,APARTMENT,3.0,122.0,False,19.0,True,True,60.0,False,261694.0,APARTMENT,3870,Heers,,,3.0,
6083,APARTMENT,2.0,158.0,False,19.0,True,,,False,295000.0,APARTMENT,2235,Hulshout,,GOOD,3.0,
6084,APARTMENT,3.0,88.0,True,7.0,True,,,False,199000.0,APARTMENT,2940,Stabroek (Hoevenen),INSTALLED,GOOD,2.0,
6085,LOFT,2.0,228.0,False,,,,,False,790000.0,APARTMENT,1000,Bruxelles,USA_HYPER_EQUIPPED,AS_NEW,2.0,
6086,FLAT_STUDIO,0.0,34.0,False,8.0,True,,,,110000.0,APARTMENT,1050,Ixelles,INSTALLED,,1.0,
6087,APARTMENT,2.0,141.0,False,,True,,,False,480000.0,APARTMENT,8500,Kortrijk,INSTALLED,GOOD,3.0,
6088,APARTMENT,1.0,,False,,True,,,,110000.0,APARTMENT,1200,Woluwe-Saint-Lambert,,,,
6089,APARTMENT,3.0,91.0,False,,True,,,,100000.0,APARTMENT,3620,Lanaken,,,3.0,
6090,APARTMENT,1.0,58.0,False,,,,,False,240000.0,APARTMENT,1040,Etterbeek,INSTALLED,JUST_RENOVATED,,
6091,DUPLEX,3.0,99.0,False,5.0,True,,,,195000.0,APARTMENT,7866,Lessines Ollignies,INSTALLED,AS_NEW,4.0,
6092,DUPLEX,3.0,99.0,False,5.0,True,,,,195000.0,APARTMENT,7866,Lessines Ollignies,INSTALLED,AS_NEW,4.0,
6093,APARTMENT,1.0,40.0,False,3.0,True,,,,190000.0,APARTMENT,1140,Evere,,,,
6094,APARTMENT,2.0,90.0,False,,,,,,235000.0,APARTMENT,9200,Dendermonde,INSTALLED,TO_BE_DONE_UP,2.0,
6095,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,1330,Rixensart,,,,
6096,APARTMENT_GROUP,,,False,,,,,,,APARTMENT_GROUP,1370,Jodoigne,,,,
6097,APARTMENT,1.0,65.0,False,,True,,,,105000.0,APARTMENT,4020,Liège,,,,
6098,APARTMENT,2.0,67.0,False,,,,,False,160000.0,APARTMENT,1400,Nivelles,INSTALLED,TO_BE_DONE_UP,2.0,
6099,APARTMENT,2.0,92.0,False,,,True,2.0,,154500.0,APARTMENT,2300,Turnhout,USA_HYPER_EQUIPPED,GOOD,2.0,
6100,APARTMENT,3.0,125.0,False,3.0,True,,,,183000.0,APARTMENT,3600,Genk,,GOOD,2.0,
6101,PENTHOUSE,2.0,,False,,True,,,False,450000.0,APARTMENT,8670,Koksijde,INSTALLED,AS_NEW,2.0,
6102,PENTHOUSE,3.0,256.0,False,,True,,,False,685000.0,APARTMENT,7700,Mouscron,HYPER_EQUIPPED,AS_NEW,4.0,
6103,APARTMENT,1.0,50.0,False,,,,,False,225000.0,APARTMENT,1050,Ixelles,NOT_INSTALLED,TO_RENOVATE,2.0,
6104,APARTMENT,1.0,50.0,False,,,,,False,235000.0,APARTMENT,1050,Ixelles,NOT_INSTALLED,TO_RENOVATE,2.0,
6105,APARTMENT,2.0,70.0,False,,,,,False,255000.0,APARTMENT,1050,Ixelles,NOT_INSTALLED,TO_RENOVATE,2.0,
6106,GROUND_FLOOR,2.0,80.0,False,10.0,True,,,False,305000.0,APARTMENT,1050,Ixelles,NOT_INSTALLED,TO_RENOVATE,2.0,
6107,APARTMENT,2.0,101.0,False,7.0,True,,,,304000.0,APARTMENT,2350,Vosselaar,USA_SEMI_EQUIPPED,AS_NEW,2.0,
6108,APARTMENT,2.0,136.0,False,6.0,True,,,False,465000.0,APARTMENT,2000,Antwerp,HYPER_EQUIPPED,GOOD,2.0,
6109,APARTMENT,2.0,116.0,False,,,,,False,335000.0,APARTMENT,1000,Bruxelles,HYPER_EQUIPPED,AS_NEW,2.0,
